tick,active_actions,cancel_actions,fills,cum_trades,cum_active_actions,cum_cancel_actions,execution_rate,cancel_per_trade,series,config,market,market_title,experiment
0,9.0,0.0,2.0,2.0,9.0,0.0,0.2222222222222222,0.0,n=10,c1_ethereum_n10_s0,ethereum,以太坊 5000 美元,scale
1,3.0,5.0,1.0,3.0,12.0,5.0,0.25,1.6666666666666667,n=10,c1_ethereum_n10_s0,ethereum,以太坊 5000 美元,scale
2,4.0,3.0,1.0,4.0,16.0,8.0,0.25,2.0,n=10,c1_ethereum_n10_s0,ethereum,以太坊 5000 美元,scale
4,6.0,2.0,0.0,6.0,25.0,14.0,0.24,2.3333333333333335,n=10,c1_ethereum_n10_s0,ethereum,以太坊 5000 美元,scale
5,3.0,4.0,1.0,7.0,28.0,18.0,0.25,2.5714285714285716,n=10,c1_ethereum_n10_s0,ethereum,以太坊 5000 美元,scale
8,4.0,3.0,0.0,11.0,42.0,27.0,0.2619047619047619,2.4545454545454546,n=10,c1_ethereum_n10_s0,ethereum,以太坊 5000 美元,scale
9,4.0,6.0,1.0,12.0,46.0,33.0,0.2608695652173913,2.75,n=10,c1_ethereum_n10_s0,ethereum,以太坊 5000 美元,scale
10,4.0,2.0,1.0,13.0,50.0,35.0,0.26,2.6923076923076925,n=10,c1_ethereum_n10_s0,ethereum,以太坊 5000 美元,scale
14,1.0,4.0,0.0,15.0,67.0,48.0,0.22388059701492538,3.2,n=10,c1_ethereum_n10_s0,ethereum,以太坊 5000 美元,scale
15,3.0,4.0,2.0,17.0,70.0,52.0,0.24285714285714285,3.0588235294117645,n=10,c1_ethereum_n10_s0,ethereum,以太坊 5000 美元,scale
16,8.0,1.0,3.0,20.0,78.0,53.0,0.2564102564102564,2.65,n=10,c1_ethereum_n10_s0,ethereum,以太坊 5000 美元,scale
17,5.0,4.0,2.0,22.0,83.0,57.0,0.26506024096385544,2.590909090909091,n=10,c1_ethereum_n10_s0,ethereum,以太坊 5000 美元,scale
19,6.0,0.0,0.0,25.0,94.0,58.0,0.26595744680851063,2.32,n=10,c1_ethereum_n10_s0,ethereum,以太坊 5000 美元,scale
1,9.0,5.0,0.0,4.0,28.0,5.0,0.14285714285714285,1.25,n=20,c1_ethereum_n20_s0,ethereum,以太坊 5000 美元,scale
2,9.0,9.0,5.0,9.0,37.0,14.0,0.24324324324324326,1.5555555555555556,n=20,c1_ethereum_n20_s0,ethereum,以太坊 5000 美元,scale
3,14.0,2.0,1.0,10.0,51.0,16.0,0.19607843137254902,1.6,n=20,c1_ethereum_n20_s0,ethereum,以太坊 5000 美元,scale
4,9.0,9.0,1.0,11.0,60.0,25.0,0.18333333333333332,2.272727272727273,n=20,c1_ethereum_n20_s0,ethereum,以太坊 5000 美元,scale
5,9.0,1.0,3.0,14.0,69.0,26.0,0.2028985507246377,1.8571428571428572,n=20,c1_ethereum_n20_s0,ethereum,以太坊 5000 美元,scale
6,11.0,8.0,4.0,18.0,80.0,34.0,0.225,1.8888888888888888,n=20,c1_ethereum_n20_s0,ethereum,以太坊 5000 美元,scale
7,9.0,8.0,3.0,21.0,89.0,42.0,0.23595505617977527,2.0,n=20,c1_ethereum_n20_s0,ethereum,以太坊 5000 美元,scale
8,11.0,6.0,5.0,26.0,100.0,48.0,0.26,1.8461538461538463,n=20,c1_ethereum_n20_s0,ethereum,以太坊 5000 美元,scale
9,11.0,4.0,4.0,30.0,111.0,52.0,0.2702702702702703,1.7333333333333334,n=20,c1_ethereum_n20_s0,ethereum,以太坊 5000 美元,scale
10,8.0,12.0,6.0,36.0,119.0,64.0,0.3025210084033613,1.7777777777777777,n=20,c1_ethereum_n20_s0,ethereum,以太坊 5000 美元,scale
11,13.0,2.0,2.0,38.0,132.0,66.0,0.2878787878787879,1.736842105263158,n=20,c1_ethereum_n20_s0,ethereum,以太坊 5000 美元,scale
13,13.0,3.0,0.0,40.0,154.0,77.0,0.2597402597402597,1.925,n=20,c1_ethereum_n20_s0,ethereum,以太坊 5000 美元,scale
14,9.0,6.0,1.0,41.0,163.0,83.0,0.25153374233128833,2.024390243902439,n=20,c1_ethereum_n20_s0,ethereum,以太坊 5000 美元,scale
16,11.0,7.0,0.0,42.0,183.0,98.0,0.22950819672131148,2.3333333333333335,n=20,c1_ethereum_n20_s0,ethereum,以太坊 5000 美元,scale
17,9.0,6.0,2.0,44.0,192.0,104.0,0.22916666666666666,2.3636363636363638,n=20,c1_ethereum_n20_s0,ethereum,以太坊 5000 美元,scale
19,8.0,8.0,0.0,46.0,209.0,120.0,0.22009569377990432,2.608695652173913,n=20,c1_ethereum_n20_s0,ethereum,以太坊 5000 美元,scale
0,47.0,0.0,7.0,7.0,47.0,0.0,0.14893617021276595,0.0,n=50,c1_ethereum_n50_s0,ethereum,以太坊 5000 美元,scale
1,16.0,27.0,6.0,13.0,63.0,27.0,0.20634920634920634,2.076923076923077,n=50,c1_ethereum_n50_s0,ethereum,以太坊 5000 美元,scale
2,29.0,11.0,1.0,14.0,92.0,38.0,0.15217391304347827,2.7142857142857144,n=50,c1_ethereum_n50_s0,ethereum,以太坊 5000 美元,scale
3,23.0,17.0,11.0,25.0,115.0,55.0,0.21739130434782608,2.2,n=50,c1_ethereum_n50_s0,ethereum,以太坊 5000 美元,scale
4,29.0,13.0,5.0,30.0,144.0,68.0,0.20833333333333334,2.2666666666666666,n=50,c1_ethereum_n50_s0,ethereum,以太坊 5000 美元,scale
5,31.0,10.0,16.0,46.0,175.0,78.0,0.26285714285714284,1.6956521739130435,n=50,c1_ethereum_n50_s0,ethereum,以太坊 5000 美元,scale
6,27.0,12.0,2.0,48.0,202.0,90.0,0.2376237623762376,1.875,n=50,c1_ethereum_n50_s0,ethereum,以太坊 5000 美元,scale
7,24.0,20.0,7.0,55.0,226.0,110.0,0.24336283185840707,2.0,n=50,c1_ethereum_n50_s0,ethereum,以太坊 5000 美元,scale
8,28.0,9.0,7.0,62.0,254.0,119.0,0.2440944881889764,1.9193548387096775,n=50,c1_ethereum_n50_s0,ethereum,以太坊 5000 美元,scale
9,27.0,13.0,12.0,74.0,281.0,132.0,0.26334519572953735,1.7837837837837838,n=50,c1_ethereum_n50_s0,ethereum,以太坊 5000 美元,scale
10,30.0,9.0,18.0,92.0,311.0,141.0,0.2958199356913183,1.5326086956521738,n=50,c1_ethereum_n50_s0,ethereum,以太坊 5000 美元,scale
11,25.0,11.0,13.0,105.0,336.0,152.0,0.3125,1.4476190476190476,n=50,c1_ethereum_n50_s0,ethereum,以太坊 5000 美元,scale
12,24.0,15.0,14.0,119.0,360.0,167.0,0.33055555555555555,1.403361344537815,n=50,c1_ethereum_n50_s0,ethereum,以太坊 5000 美元,scale
13,26.0,7.0,14.0,133.0,386.0,174.0,0.344559585492228,1.3082706766917294,n=50,c1_ethereum_n50_s0,ethereum,以太坊 5000 美元,scale
14,31.0,10.0,20.0,153.0,417.0,184.0,0.3669064748201439,1.2026143790849673,n=50,c1_ethereum_n50_s0,ethereum,以太坊 5000 美元,scale
15,29.0,12.0,13.0,166.0,446.0,196.0,0.3721973094170404,1.180722891566265,n=50,c1_ethereum_n50_s0,ethereum,以太坊 5000 美元,scale
16,28.0,14.0,7.0,173.0,474.0,210.0,0.3649789029535865,1.2138728323699421,n=50,c1_ethereum_n50_s0,ethereum,以太坊 5000 美元,scale
17,23.0,15.0,5.0,178.0,497.0,225.0,0.358148893360161,1.2640449438202248,n=50,c1_ethereum_n50_s0,ethereum,以太坊 5000 美元,scale
18,24.0,20.0,3.0,181.0,521.0,245.0,0.3474088291746641,1.3535911602209945,n=50,c1_ethereum_n50_s0,ethereum,以太坊 5000 美元,scale
19,29.0,16.0,10.0,191.0,550.0,261.0,0.3472727272727273,1.3664921465968587,n=50,c1_ethereum_n50_s0,ethereum,以太坊 5000 美元,scale
0,81.0,1.0,10.0,10.0,81.0,1.0,0.12345679012345678,0.1,n=100,c1_ethereum_n100_s0,ethereum,以太坊 5000 美元,scale
1,33.0,58.0,5.0,15.0,114.0,59.0,0.13157894736842105,3.933333333333333,n=100,c1_ethereum_n100_s0,ethereum,以太坊 5000 美元,scale
2,53.0,19.0,3.0,18.0,167.0,78.0,0.10778443113772455,4.333333333333333,n=100,c1_ethereum_n100_s0,ethereum,以太坊 5000 美元,scale
3,51.0,27.0,30.0,48.0,218.0,105.0,0.22018348623853212,2.1875,n=100,c1_ethereum_n100_s0,ethereum,以太坊 5000 美元,scale
4,71.0,20.0,29.0,77.0,289.0,125.0,0.2664359861591695,1.6233766233766234,n=100,c1_ethereum_n100_s0,ethereum,以太坊 5000 美元,scale
5,45.0,23.0,11.0,88.0,334.0,148.0,0.2634730538922156,1.6818181818181819,n=100,c1_ethereum_n100_s0,ethereum,以太坊 5000 美元,scale
6,50.0,22.0,27.0,115.0,384.0,170.0,0.2994791666666667,1.4782608695652173,n=100,c1_ethereum_n100_s0,ethereum,以太坊 5000 美元,scale
7,53.0,26.0,25.0,140.0,437.0,196.0,0.32036613272311215,1.4,n=100,c1_ethereum_n100_s0,ethereum,以太坊 5000 美元,scale
8,61.0,24.0,30.0,170.0,498.0,220.0,0.3413654618473896,1.2941176470588236,n=100,c1_ethereum_n100_s0,ethereum,以太坊 5000 美元,scale
9,51.0,21.0,19.0,189.0,549.0,241.0,0.3442622950819672,1.2751322751322751,n=100,c1_ethereum_n100_s0,ethereum,以太坊 5000 美元,scale
10,60.0,18.0,16.0,205.0,609.0,259.0,0.3366174055829228,1.2634146341463415,n=100,c1_ethereum_n100_s0,ethereum,以太坊 5000 美元,scale
