experiment,series,config,market,market_title,agent_id,wallet_percentile,final_pnl
ablation_c5,关闭思考,c5_robotaxi_off_s0,robotaxi,特斯拉 Robotaxi,5,15.789473684210527,0.00471248246844425
ablation_c5,关闭思考,c5_robotaxi_off_s0,robotaxi,特斯拉 Robotaxi,8,21.05263157894737,5.454545454545454
ablation_c5,关闭思考,c5_robotaxi_off_s0,robotaxi,特斯拉 Robotaxi,11,26.315789473684212,7.656793043478256
ablation_c5,关闭思考,c5_robotaxi_off_s0,robotaxi,特斯拉 Robotaxi,15,31.578947368421055,14.852070832393455
ablation_c5,关闭思考,c5_robotaxi_off_s0,robotaxi,特斯拉 Robotaxi,10,36.8421052631579,16.35364173913044
ablation_c5,关闭思考,c5_robotaxi_off_s0,robotaxi,特斯拉 Robotaxi,4,42.10526315789474,29.506928229665075
ablation_c5,关闭思考,c5_robotaxi_off_s0,robotaxi,特斯拉 Robotaxi,3,47.36842105263158,30.857142857142854
ablation_c5,关闭思考,c5_robotaxi_off_s0,robotaxi,特斯拉 Robotaxi,2,52.631578947368425,46.165317782733894
ablation_c5,关闭思考,c5_robotaxi_off_s0,robotaxi,特斯拉 Robotaxi,9,57.89473684210527,54.80725865880619
ablation_c5,关闭思考,c5_robotaxi_off_s0,robotaxi,特斯拉 Robotaxi,6,63.15789473684211,64.25157566156194
ablation_c5,关闭思考,c5_robotaxi_off_s0,robotaxi,特斯拉 Robotaxi,16,68.42105263157896,78.80825350036845
ablation_c5,关闭思考,c5_robotaxi_off_s0,robotaxi,特斯拉 Robotaxi,1,73.6842105263158,82.24736889
ablation_c5,关闭思考,c5_robotaxi_off_s0,robotaxi,特斯拉 Robotaxi,0,78.94736842105263,82.33090909090909
ablation_c5,关闭思考,c5_robotaxi_off_s0,robotaxi,特斯拉 Robotaxi,19,84.21052631578948,90.72
ablation_c5,关闭思考,c5_robotaxi_off_s0,robotaxi,特斯拉 Robotaxi,17,89.47368421052633,109.20612244897958
ablation_c5,关闭思考,c5_robotaxi_off_s0,robotaxi,特斯拉 Robotaxi,18,94.73684210526316,546.5793531646153
ablation_c5,关闭思考,c5_robotaxi_off_s0,robotaxi,特斯拉 Robotaxi,12,100.0,1132.5562870309413
ablation_c6,开启信念更新,c6_ethereum_belief_on_s0,ethereum,以太坊 5000 美元,19,0.0,0.0
ablation_c6,开启信念更新,c6_ethereum_belief_on_s0,ethereum,以太坊 5000 美元,2,5.2631578947368425,0.0
ablation_c6,开启信念更新,c6_ethereum_belief_on_s0,ethereum,以太坊 5000 美元,14,10.526315789473685,2.916666666666665
ablation_c6,开启信念更新,c6_ethereum_belief_on_s0,ethereum,以太坊 5000 美元,15,15.789473684210527,4.495000000000002
ablation_c6,开启信念更新,c6_ethereum_belief_on_s0,ethereum,以太坊 5000 美元,17,21.05263157894737,7.433613573310834
ablation_c6,开启信念更新,c6_ethereum_belief_on_s0,ethereum,以太坊 5000 美元,1,26.315789473684212,12.354545454545459
ablation_c6,开启信念更新,c6_ethereum_belief_on_s0,ethereum,以太坊 5000 美元,5,31.578947368421055,13.999999999999998
ablation_c6,开启信念更新,c6_ethereum_belief_on_s0,ethereum,以太坊 5000 美元,0,36.8421052631579,16.974152251082252
ablation_c6,开启信念更新,c6_ethereum_belief_on_s0,ethereum,以太坊 5000 美元,13,42.10526315789474,22.020021336082895
ablation_c6,开启信念更新,c6_ethereum_belief_on_s0,ethereum,以太坊 5000 美元,4,47.36842105263158,23.78312629399586
ablation_c6,开启信念更新,c6_ethereum_belief_on_s0,ethereum,以太坊 5000 美元,10,52.631578947368425,25.079552737674234
ablation_c6,开启信念更新,c6_ethereum_belief_on_s0,ethereum,以太坊 5000 美元,3,57.89473684210527,26.75
ablation_c6,开启信念更新,c6_ethereum_belief_on_s0,ethereum,以太坊 5000 美元,7,63.15789473684211,48.64262405722077
ablation_c6,开启信念更新,c6_ethereum_belief_on_s0,ethereum,以太坊 5000 美元,16,68.42105263157896,93.6658686026374
ablation_c6,开启信念更新,c6_ethereum_belief_on_s0,ethereum,以太坊 5000 美元,11,73.6842105263158,97.24696969696971
ablation_c6,开启信念更新,c6_ethereum_belief_on_s0,ethereum,以太坊 5000 美元,6,78.94736842105263,102.66857738095239
ablation_c6,开启信念更新,c6_ethereum_belief_on_s0,ethereum,以太坊 5000 美元,9,84.21052631578948,105.00000000000001
ablation_c6,开启信念更新,c6_ethereum_belief_on_s0,ethereum,以太坊 5000 美元,8,89.47368421052633,160.44818181818184
ablation_c6,开启信念更新,c6_ethereum_belief_on_s0,ethereum,以太坊 5000 美元,18,94.73684210526316,268.19310259373395
ablation_c6,开启信念更新,c6_ethereum_belief_on_s0,ethereum,以太坊 5000 美元,12,100.0,356.1834975369458
ablation_c6,关闭信念更新,c6_ethereum_belief_off_s0,ethereum,以太坊 5000 美元,11,0.0,0.0
ablation_c6,关闭信念更新,c6_ethereum_belief_off_s0,ethereum,以太坊 5000 美元,0,5.2631578947368425,0.0
ablation_c6,关闭信念更新,c6_ethereum_belief_off_s0,ethereum,以太坊 5000 美元,1,10.526315789473685,0.0
