market,n_ticks,pnl
ethereum,20,0.9553191489361694
ethereum,20,0.09322033898305193
ethereum,20,0.0797409805735434
ethereum,20,7.0
ethereum,20,0.25423728813558455
ethereum,20,1.6923728813559364
ethereum,20,0.8999999999999986
ethereum,20,0.22340425531914931
ethereum,20,10.465872965948634
ethereum,20,47.0
ethereum,20,0.4221322849213678
ethereum,20,0.0
ethereum,20,1.6666666666666714
ethereum,20,0.6847826086956488
ethereum,20,0.7902303745455317
ethereum,20,0.2992127659574457
ethereum,20,12.393084107553875
ethereum,20,4.928319491525599
ethereum,20,1.8381208070459394
ethereum,20,2.3113043478260877
ethereum,50,1.258041462000854
ethereum,50,1.0229489361702129
ethereum,50,1.8958689264783999
ethereum,50,5.72257053291537
ethereum,50,3.9662153029854963
ethereum,50,13.483238112858487
ethereum,50,-2.0692766905924884
ethereum,50,5.614640048396879
ethereum,50,19.819652627008224
ethereum,50,15.008234519104093
ethereum,50,0.6798806479113377
ethereum,50,6.588888888888903
ethereum,50,29.06028736180326
ethereum,50,-0.8371944966727227
ethereum,50,35.442865953041746
ethereum,50,0.16491228070175445
ethereum,50,-150.5256410896004
ethereum,50,0.3414683307406534
ethereum,50,102.35993522818353
ethereum,50,-5.581936882321827
ethereum,50,24.327660659535923
ethereum,50,96.853682387739
ethereum,50,-76.39482965166115
ethereum,50,-109.61426066627703
ethereum,50,7.0739751289893675
ethereum,50,-21.5952380952381
ethereum,50,10.34458834412581
ethereum,50,-692.156267145852
ethereum,50,149.7945588894072
ethereum,50,23.250499999999988
ethereum,50,-10.023080508474575
ethereum,50,-0.3636363636363633
ethereum,50,-8.404647101388774
ethereum,50,27.531914893617028
ethereum,50,-412.54983192090367
ethereum,50,15.337976458333339
ethereum,50,277.96108730158744
ethereum,50,1421.2382768403058
ethereum,50,-50.5
ethereum,50,0.09004002287021251
ethereum,50,9.787234042553191
ethereum,50,-2.793102827586207
ethereum,50,-0.673321234119781
ethereum,50,68.88094475204792
ethereum,50,-29.996975196612226
ethereum,50,-14.593163944343615
ethereum,50,11.310000000000006
ethereum,50,31.907965957446812
ethereum,50,-3.6752103761948973
ethereum,50,660.2071966735546
ethereum,50,0.29473684210526585
ethereum,50,61.10963413229587
ethereum,50,125.34312405106384
ethereum,50,30.82203617021277
ethereum,50,13.88610074468085
ethereum,50,9.872340425531913
ethereum,50,22.358753986075612
ethereum,50,-101.12365935214189
ethereum,50,41.70212765957447
ethereum,50,48.03675213675212
ethereum,100,-7.937430041630231
ethereum,100,9.23219241443108
ethereum,100,-20.261703210322896
ethereum,100,-162.5222525671179
ethereum,100,-17.691386397527083
ethereum,100,12.083733731895535
ethereum,100,3.7809601707920137
ethereum,100,-71.9805067080757
ethereum,100,57.63809247849417
ethereum,100,20.461923888448183
ethereum,100,0.43478260869565233
ethereum,100,-146.0508966762748
ethereum,100,-343.9352741695577
ethereum,100,37.19019978288874
ethereum,100,242.9128760335243
ethereum,100,-4.945649775061539
ethereum,100,-2339.352172506511
ethereum,100,-40.76448965914069
ethereum,100,165.5055474855253
ethereum,100,-189.65786238142763
ethereum,100,14.860392839037921
ethereum,100,40.7
ethereum,100,12.848378205831466
ethereum,100,-255.42957705098294
ethereum,100,-0.9786204923383508
ethereum,100,5.709677519508695
ethereum,100,6.337323001618444
ethereum,100,-990.6503808411902
ethereum,100,3781.3957217308343
ethereum,100,570.4597686623688
ethereum,100,0.15445574634062353
ethereum,100,-2.2192913046858465
ethereum,100,3.8800261248733143
ethereum,100,12.718514535870383
ethereum,100,-2421.0516359896956
ethereum,100,1.4882458902214442
ethereum,100,-203.27959830701343
ethereum,100,-2332.7331655205253
ethereum,100,-123.31355136881773
ethereum,100,-0.8596147312983007
ethereum,100,-1.3043478260869552
ethereum,100,-4.194225342035747
ethereum,100,-1.2663879172894283
ethereum,100,-34.23426053639838
ethereum,100,-10.10476593319757
ethereum,100,-26.941318932873713
ethereum,100,-0.01999999999999602
ethereum,100,-3.4230500483091753
ethereum,100,-10.066709956709957
